운영형태,관리기관명,주차장명,주차장관리번호,소재지지번주소,소재지도로명주소,전화번호,주차장유형,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,급지구분,주차기본요금,1일주차권요금,월정기권요금,위도,경도,데이터기준일자,주차장구분,부제시행구분,운영요일,요금정보,주차기본시간,추가단위시간,추가단위요금,1일주차권요금적용시간,결제방법,특기사항,실시간주차면수
민간위탁,부산광역시 영도구청,영도중학교옆,2009000005,-,영도구 동삼1동 328-22,-,노외,20,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,신선하나,2009000008,영도구 한결길 209 (신선동1가 196-5) 신선하나 공영주차장,-,-,노외,42,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,11/24/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,해돋이마을,2009000009,영도구 와치로 2 (청학동 468-397),-,-,노외,22,8:00,20:00,-,-,-,-,4,100,2400,52000,205175.3653,177141.0486,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,유정아파트,2009000010,-,영도구 봉래2동 122-37,-,노외,20,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,08/24/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,청학2동 노외공영주차장,2009000011,-,영도구 청학2동 99-229,-,노외,106,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,205686.5717,177003.5253,04/14/2020,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 영도구청,영선대로 지하공영,2016000001,영도구 영선대로 107 (영선동1가 46-3) 영선동 1가,-,051-412-6354,노외,122,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,90000,-,-,06/16/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,75광장앞 공영주차장,2016000002,-,영도구 동삼1동 149-31,-,노상,19,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,30000,-,-,12/27/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,남항방파제앞,2006001079,-,영도구 남항동 141-31,-,노상,123,8:00,20:00,8:00,15:00,-,-,3,200,4700,90000,203332.0891,176683.8266,09/03/2015,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 영도구청,청학동로,2014000001,영도구 청학동로 56 (청학동 121-9),-,-,노외,22,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,청학스카이웨이,2014000002,영도구 청학남로 15 (청학동 446-67),-,-,노외,45,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,선용품유통센터앞,2014000003,-,영도구 남항동 273-1,-,노상,26,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,203292.1201,176984.8007,10/23/2015,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 영도구청,청학1동5,2014000005,-,영도구 청학1동 429-8,-,노외,6,-,-,-,-,-,-,4,100,2400,40000,-,-,12/17/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,영도해녀문화전시관 노외공영주차장,2019000006,영도구 중리남로 2-13 (동삼동 639-4),-,-,노외,28,8:00,8:00,8:00,8:00,8:00,8:00,-,-,-,-,-,-,12/24/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 영도구청,부산대교밑 공영주차장,2019000003,영도구,-,860-7752,노상,87,8:00,19:00,8:00,19:00,0:00,0:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 영도구청,신선3동 공영주차장,2019000004,영도구 영마루길 143 (신선동3가 112-255) 신선3동공영주차장,-,860-7752,노외,85,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 영도구청,신선스카이웨이공영주차장,2020000001,영도구,-,-,노외,49,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,06/16/2020,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 영도구청,청학2동7,2014000006,-,영도구 청학2동 120-42,-,노외,6,8:00,20:00,-,-,-,-,4,100,2400,40000,-,-,12/31/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 영도구청,청학1동6,2015000001,-,영도구 청학1동 391-479,-,노외,10,-,-,-,-,-,-,4,100,2400,40000,-,-,02/12/2015,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 영도구청,동삼3동3,2015000002,-,영도구 동삼3동 207-93,-,노외,28,-,-,-,-,-,-,4,100,2400,40000,-,-,02/12/2015,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 영도구청,동삼2동3,2015000004,-,영도구 동삼2동 983-8,-,노외,14,-,-,-,-,-,-,4,100,2400,40000,-,-,07/28/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,봉래시장 공영주차장,2015000005,-,영도구 봉래1동 22-2,051-413-3111,노외,23,8:00,20:00,-,-,-,-,2,300,8000,160000,-,-,12/10/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,청학시장 공영주차장,2015000006,영도구,-,-,노외,26,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,해양로변,2015000007,영도구 해양로 156 (청학동 1-173),-,-,노상,51,8:00,20:00,8:00,15:00,-,-,4,100,2400,52000,206413.8987,177171.0234,11/01/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,봉래물양장,2006001059,-,영도구 남항동 1-2,-,노상,48,8:00,20:00,-,-,-,-,2,300,8000,160000,203550.8875,177616.1083,08/12/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,대교초등학교앞,2006001113,영도구,-,-,노상,36,8:00,20:00,8:00,15:00,-,-,2,300,8000,160000,204156.1967,177627.1696,09/03/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,절영해안산책로앞,2006001090,-,영도구 영선2동 186-66,-,노상,100,8:00,20:00,8:00,15:00,-,-,3,200,4700,90000,203713.6313,176210.25,09/02/2015,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 영도구청,인제병원앞,2006001106,-,영도구 봉래1동 208-1,-,노상,29,8:00,20:00,8:00,20:00,-,-,2,300,8000,160000,203701.811,177524.4671,08/24/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,하수종말처리장,2009000014,-,영도구 동삼3동 175-20,-,노상,77,8:00,20:00,8:00,15:00,-,-,2,300,8000,160000,207033.3063,176645.1543,09/03/2015,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,서면시장 앞,2008011651,-,부산진구 부전2동 575 서면시장,860-7752,노상,51,9:00,21:00,9:00,21:00,10:00,19:00,1,700,0,0,-,-,02/04/2019,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 부산진구청,골드테마거리,2008011652,-,부산진구 범천1동 835-2,-,노상,12,8:00,20:00,-,-,-,-,2,300,0,0,-,-,04/17/2018,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부전시장 앞,2008011654,-,부산진구 부전1동 573-10,-,노상,48,7:00,18:00,7:00,18:00,7:00,18:00,1,700,0,0,-,-,02/04/2019,공영,-,-,-,10,10,700,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부전역공영,2008011655,-,부산진구 부전1동 46,-,노외,135,7:00,18:00,-,-,-,-,2,700,21000,310000,205632.7279,185243.2883,04/17/2018,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 부산진구청,춘해병원옆,2009000012,-,부산진구 범천1동 948-4,-,노상,12,9:00,21:00,12:00,19:00,-,-,1,500,0,0,205322.4302,183436.7715,05/26/2016,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 부산진구청,부산도시공사옆,2009000016,-,부산진구 부전2동 560-5,010-3589-6163,노외,134,8:00,19:00,8:00,15:00,-,-,3,200,4700,0,-,-,04/17/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,초읍새싹길 주거지전용주차장,2009000020,-,부산진구 초읍동 536-2,-,노외,15,-,-,-,-,-,-,-,0,0,40000,204991.3256,187088.6205,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,광명3로 주거지전용주차장,2009000021,-,부산진구 양정2동 88-16,-,노외,15,-,-,-,-,-,-,-,0,0,40000,207114.8516,186433.865,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,적십자로 주거지전용주차장,2009000023,-,부산진구 전포2동 588-11,-,노외,14,-,-,-,-,-,-,-,-,-,40000,205935.8978,184979.8988,12/30/2009,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 부산진구청,삼성맨션옆 주거지전용주차장,2010000001,-,부산진구 당감4동 699-68,-,노외,21,-,-,-,-,-,-,-,0,0,40000,203094.9577,185869.4303,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,복지1로 주거지전용주차장,2010000004,-,부산진구 개금1동 540-151,-,노외,16,-,-,-,-,-,-,-,0,0,40000,201948.4185,183478.6176,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 부산진구청,월드컵로 시간제노상주차장,2010000006,-,부산진구 초읍동 376-9  월드컵로,-,노상,44,-,-,-,-,-,-,기타,0,0,0,-,-,01/08/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 동구청,범일2동 제1노상공영주차장,2017000001,-,동구 범일2동 830-15,-,노상,38,8:00,21:00,8:00,21:00,8:00,18:00,1,500,15000,240000,-,-,03/20/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,조방로10번길제2노상공영주차장,2017000005,-,동구 범일2동 830-15  (시민회관옆~삼익아파트 일방통행로),-,노상,48,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,500,15000,240000,205913.0808,182543.2795,08/25/2017,공영,-,-,-,10,10,500,-,-,-,-
구(군)직영,부산광역시 동구청,수정2동제3공영주차장,2017000006,-,동구 수정2동 823-22  (동구국민체육문예센터 옆),-,노외,72,5:00,23:00,5:00,23:00,5:00,23:00,4,100,2400,52000,-,-,10/10/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,범일로90번길노상공영,2017000007,-,동구 범일2동 830-15  (동부산우체국 맞은편 포장마차촌 조성지역),-,노상,23,8:00,21:00,8:00,21:00,8:00,18:00,1,500,-,-,-,-,12/26/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,수정공원상로 제1노상공영,2007001405,-,동구 수정4동 1178-47,-,노상,60,8:00,21:00,8:00,21:00,8:00,18:00,4,100,2400,0,203338.3382,181285.4661,09/21/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,초량2동 제2공영주차장,2019000006,동구 망양로490번길 4 (초량동 865-148) 초량동 865-148,-,-,노외,34,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,11/20/2019,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 동구청,수정초등학교 지하공영주차장,2019000003,동구 진성로 29 (수정동 464-2) 수정초등학교 지하공영주차장,-,860-7752,노외,54,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,02/04/2019,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,독도주차장,2015000001,-,동구 좌천동 722  독도주차장,-,노외,42,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,09/04/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,초량6동제2공영주차장,2015000002,-,동구 초량6동 793-7,-,노외,42,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203294.8804,180631.4906,07/25/2016,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 동구청,수성초등학교 지하 공영주차장,2019000001,동구   수성초등학교 지하 공영주차장,-,860-7752,노외,54,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 동구청,화신칼라 앞 공영주차장,2019000005,동구,-,860-7752,노상,48,8:00,20:00,8:00,20:00,10:00,19:00,1,500,15000,0,-,-,02/04/2019,공영,-,-,-,10,10,500,-,-,-,-
시설관리공단위탁,부산광역시 동구청,범일초등학교 지하 공영,2019000002,동구   범일초등학교 지하 공영,-,860-7752,노외,91,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 동구청,부산일보별관(사용료산정용),2018000001,동구 중앙대로180번길 10 (초량동 1212-2),-,-,노상,37,8:00,21:00,8:00,18:00,8:00,18:00,-,-,-,-,-,-,12/27/2018,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 동구청,조방로34번길 제2노상공영주차장,2007001226,-,동구 범일2동 830-200,-,노상,20,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205794.7363,182727.9594,06/27/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,조방로16번길제2노상,2007001229,-,동구 범일2동 830-100,-,노상,22,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205880.0586,182615.5647,07/17/2020,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,자성로 제1노상공영주차장,2007001378,-,동구 범일2동 829-10,-,노상,13,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205756.599,182263.7185,06/27/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,자성로75번길제1노상,2007001255,-,동구 범일2동 321-29,-,노상,9,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205505.8162,182265.8096,11/30/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,성남로49번길 제1노상,2007001403,-,동구 범일5동 68-938,-,노상,35,0.055555556,2:10,0.055555556,2:10,0.055555556,0.097222222,2,300,8000,0,204941.6939,181672.8967,11/01/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,성남로제2노상,2007001273,-,동구 범일5동 68-971,-,노상,25,8:00,21:00,8:00,21:00,8:00,18:00,2,300,8000,0,205144.0549,181540.435,11/30/2017,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로399번길 제1노상공영주차장,2007001071,-,동구 좌천동 682-30,-,노상,12,8:00,21:00,8:00,21:00,8:00,18:00,2,300,8000,0,204498.637,181594.6715,07/13/2017,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,"진성로9번길 제1노상(구, 우리아비바생명옆)",2007001081,-,동구 수정2동 17-2,-,노상,7,8:00,21:00,8:00,21:00,8:00,18:00,2,300,8000,0,204318.4409,181381.6015,03/20/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로236번길 제2노상공영주차장,2007001347,-,동구 초량3동 1195-2,-,노상,13,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,203887.1027,180201.9053,06/23/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로248번길제3노상,2007001349,-,동구 초량3동 1188-3,-,노상,21,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,203959.1463,180241.0392,11/30/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로320번길제3노상공영,2007001175,-,동구 초량3동 1154-6,-,노상,14,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,204241.3838,180938.8382,12/11/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로260번길 제1노상공영주차장,2007001153,-,동구 초량3동 1168-1,-,노상,10,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,203947.8969,180452.5427,06/26/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,좌천동제1공영,1007011067,동구 증산로65번길 7 (좌천동 808-12),-,-,노외,52,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204604.2365,181887.3254,11/30/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,초량2동공영,2007011021,-,동구 초량2동 865-65,-,노외,46,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203076.283,180132.9516,07/29/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,수정5동공영,2007011176,-,동구 수정5동 410-111,-,노외,49,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204164.3229,182299.7755,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,수정2동공영,2007011195,-,동구 수정2동 771-210,-,노외,28,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203569.8881,181585.1842,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,고관로 제2공영주차장(구.수정터널밑),1007011060,-,동구 좌천동 581-16,-,노외,75,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,204731.2052,181800.7339,01/16/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,성남로 제1노외공영주차장,1007011059,-,동구 범일5동 1119,-,노외,29,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,204978.6587,181487.9139,06/23/2017,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,수정산(동여중)공영,2007011193,-,동구 수정2동 600-3,-,노외,52,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203698.4723,181853.5255,11/14/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,남항시장 노외 공영주차장,2009000013,-,영도구 남항동 267,-,노외,-4,8:00,20:00,-,-,-,-,2,300,8000,160000,-,-,08/21/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,부산대교 밑,2008000001,-,영도구 봉래1동 134-1,010-3587-7878,노상,87,8:00,19:00,8:00,15:00,-,-,2,300,8000,0,203672.2819,177588.369,04/17/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,태종보세장치장옆,2012000003,-,영도구 청학2동 1-147,-,노상,58,8:00,20:00,8:00,15:00,-,-,2,300,8000,160000,206644.6767,177042.3069,09/03/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,토토볼링장앞,2006001067,영도구 대평남로 7 (대평동1가 162-1),-,-,노상,24,8:00,20:00,-,-,-,-,2,300,8000,160000,203299.3695,177056.0911,09/02/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 영도구청,하늘전망대앞,2006001089,-,영도구 동삼1동 149-14,-,노상,29,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,205000.7411,175111.1902,11/06/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,청학초등학교,2009000001,-,영도구 청학1동 412-3,-,노외,105,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/09/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 서구청,해돋이공영주차장,2007011073,서구 해돋이로 146 (남부민동 50-13),-,051-240-4512,노외,102,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,201946.125,177220.6109,10/25/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 서구청,서대신4동제2노상공영주차장,2007001420,-,서구 서대신4동 147-45,051-240-4555,노상,12,8:00,21:00,8:00,21:00,0:00,0:00,4,100,2400,52000,201144.841,180272.9336,11/21/2019,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,수정1동공영,2007011192,-,동구 수정1동 1043-60,-,노외,54,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203541.7722,180947.3756,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,수정2동제2공영,2007011196,-,동구 수정2동 785-8,-,노외,38,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203824.2189,181513.4265,09/19/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,좌천동제2공영주차장,2007011105,동구 증산로8번길 9 (좌천동 952-2),-,-,노외,49,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204237.3637,182056.0188,12/04/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,동구공영주차빌딩,2007011206,-,동구 초량1동 1204-9,051-442-0935,노외,146,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,203656.5987,179684.0644,09/19/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,범일1동제2공영,2007011145,동구 범곡서로 21 (범일동 1424-7),-,-,노외,19,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204703.6866,182685.5757,11/30/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로180번길 제3노상공영주차장,2007001036,-,동구 초량1동 1213-9,-,노상,37,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,203673.0844,179505.974,07/26/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로332번길 제3노상공영주차장,2007001176,-,동구 초량3동 1150-3,-,노상,22,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,-,-,06/26/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로332번길 제2노상,2007001177,-,동구 초량3동 1150-1,-,노상,9,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,204257.4839,181051.4479,07/13/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,구봉로제1노상,1007001142,-,동구 초량3동 1118-2,-,노상,49,8:00,21:00,8:00,21:00,8:00,18:00,4,100,2400,0,203440.1771,180510.4265,11/30/2017,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,중앙대로320번길제2노상공영,2007001172,-,동구 초량3동 1154-3,-,노상,11,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,204218.784,180961.3648,12/11/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,초량6동공영,2007011098,-,동구 초량6동 823-1,-,노외,47,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203109.1185,180343.221,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,조방로26번길 제2노상공영주차장,2007001227,-,동구 범일2동 830-200,-,노상,26,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205796.0433,182641.5194,06/22/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,행복예식장옆,2007001238,-,동구 범일2동 830-128,-,노상,12,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205671.4268,182631.6154,07/30/2014,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,자성공원로 제1노상공영주차장,2007001375,-,동구 범일2동 830-29,-,노상,6,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205639.284,182368.2085,06/29/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,자성로140번길 제1노상공영주차장,2007001404,-,동구 범일5동 825-83,-,노상,30,8:00,21:00,8:00,21:00,8:00,18:00,2,300,8000,0,205963.8431,182267.8221,06/23/2017,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,부산고등학교입구,2007001116,-,동구 초량3동 667-8,-,노상,16,8:00,21:00,8:00,21:00,8:00,18:00,4,100,2400,0,203508.63,180446.1801,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,자유시장 뒤,2008000004,-,동구 범일2동 830-24,-,노상,32,8:00,20:00,8:00,20:00,10:00,19:00,1,500,0,0,205601.5219,182720.9085,09/18/2014,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,범일초등공영,2008000014,-,동구 범일1동 1411-3,010-3587-7878,노외,91,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204582.4385,182551.4837,06/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,수정초등공영,2008000015,-,동구 수정2동 464-2,010-3587-7878,노외,52,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,204194.5549,181698.0826,06/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,화신칼라 앞,2008000018,-,동구 범일2동 830-15,010-2269-3006,노상,48,8:00,20:00,8:00,20:00,10:00,19:00,1,500,0,0,205755.4526,182777.4787,06/16/2016,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,고관로 제1공영주차장,2007011194,-,동구 좌천동 570-2,-,노외,21,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,204793.7307,181858.0869,10/30/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동구청,"중앙대로296번길제1노상(구,수정변전소)",2007001309,-,동구 초량3동 1159-1,-,노상,26,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,204081.645,180755.1204,04/16/2018,공영,-,-,-,10,10,500,-,-,-,-
구(군)직영,부산광역시 동구청,범일5동 시간제주차장,2010000009,-,동구 범일5동 252-1857,-,노상,23,21:00,19:00,14:00,19:00,7:00,19:00,기타,0,0,0,205284.7988,181671.5617,07/30/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 동구청,동구체육공원,2010000011,-,동구 수정2동 711-1,-,노외,51,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,203500.4767,181805.2724,07/30/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동구청,조방로10번길제1노상,2010000015,-,동구 범일2동 830-30,-,노상,21,8:00,21:00,8:00,21:00,8:00,18:00,1,500,0,0,205803.1391,182463.9082,10/12/2017,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 동구청,가구거리 공영,2010000016,-,동구 범일1동 183,-,노외,64,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,205043.1358,182200.4835,07/30/2014,공영,-,-,-,10,10,300,-,-,-,-
